"","Mouse.Name","Mouse","Genotype","Weight.Value","Colony.Prefix","Colony.Name","Cohort.Name","Pipeline","Gene.Name","Gender","Birth.Date","Assay.Date","Age.In.Weeks","X","X.1","Blood.Volume","Anaesthetic","Sodium","K","Cl","Gluc","Trigs","Chol","Hdl","Ldl","Nefac","Glyc","Frct","Amy","Tp","Alb","Ca","Phos","Iron","Ast","Alp","Alt","Creat","Urea","Tbilc","Ck","Mg","Lih","Comments","Hitachi.Cup","T4","Insulin","Insulin.Assay.Date","Full.Strain","Core.Strain","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","Sodium_added"
"308","MCEC53.1d","M00863052","+/+",35.9,"MCEC","Vangl1 Knockout First EPD0164_3_G07","B6N Mouse GP 20110629","Mouse GP","Vangl1","Male","29-Jun-11","17-Oct-11",15.7,NA,NA,850,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",142.3,4.3,105.8,24.85,0.73,6.22,3.79,2.04,0.335,154.5,187.26,693.5,47.3,24.22,2.22,2.37,23.4,121.9,125.9,144.4,11.7,7.7,1.5,333.1,0.86,"LIP: Normal    ICT: Normal    HEM: Normal","",18658,5.7,0.59,"20-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",142.3
"309","MCEC53.1a","M00863049","+/+",38.4,"MCEC","Vangl1 Knockout First EPD0164_3_G07","B6N Mouse GP 20110629","Mouse GP","Vangl1","Male","29-Jun-11","17-Oct-11",15.7,NA,NA,900,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",142.8,4.2,106.8,26.81,0.59,6.34,3.81,2.03,0.325,134.3,178.48,623.8,47.7,25.04,2.23,2.21,33.9,155.4,119.7,186.9,7.9,7.1,2.3,213.8,0.85,"LIP: Normal    ICT: Normal    HEM: Normal","",18644,5.8,0.67,"20-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",142.8
"310","MDCR55.4e","M00863742","+/+",37.9,"MDCR","Cdkn2a Knockout 1 EPD0590_1_D02 #2","B6N Mouse GP 20110629","Mouse GP","Cdkn2a","Male","30-Jun-11","17-Oct-11",15.6,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.2,4.4,104.1,26.95,1,7.03,4.09,2.37,0.626,174.4,198.96,670.5,51.4,26.19,2.29,2.46,28.1,268.8,147.5,287.5,7.3,8.2,2.3,355.8,0.91,"LIP: Normal    ICT: Normal    HEM: Normal","",18646,5.4,0.53,"20-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.2
"311","MDCR55.4b","M00863739","+/+",35.7,"MDCR","Cdkn2a Knockout 1 EPD0590_1_D02 #2","B6N Mouse GP 20110629","Mouse GP","Cdkn2a","Male","30-Jun-11","17-Oct-11",15.6,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143,5.1,105.4,30,1.23,6.65,4.07,2.04,0.71,224.2,190.19,748.6,49.8,24.87,2.29,2.96,30.5,207.7,139.7,228.1,8.9,9.1,2.1,104.1,0.98,"LIP: Normal    ICT: Normal    HEM: Normal","",18640,5.7,0.76,"20-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143
"312","MDCR53.3g","M00857120","+/+",38.3,"MDCR","Cdkn2a Knockout 1 EPD0590_1_D02 #2","B6N Mouse GP 20110629","Mouse GP","Cdkn2a","Male","27-Jun-11","17-Oct-11",16,NA,NA,850,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.3,4.1,104.4,28.2,0.86,6.82,4.17,2.14,0.631,170.6,190.18,710.8,50.3,26.33,2.28,2.01,28,229.3,116.5,199.7,8.2,7.9,1.7,408.7,0.89,"LIP: Normal    ICT: Normal    HEM: Normal","",18642,6.7,0.47,"20-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.3
"313","MDCR53.3b","M00857115","+/+",33.2,"MDCR","Cdkn2a Knockout 1 EPD0590_1_D02 #2","B6N Mouse GP 20110629","Mouse GP","Cdkn2a","Male","27-Jun-11","17-Oct-11",16,NA,NA,650,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",144.1,3.9,106.5,24.2,0.87,5.44,3.62,1.47,0.44,178.8,187.26,719.4,48.1,23.64,2.26,2.08,24.8,75.5,82.3,49.1,6.4,7.7,1.5,275.3,0.89,"LIP: Normal    ICT: Normal    HEM: Normal","Haemolyzed + ",18316,5.3,0.48,"20-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",144.1
"314","MAQG72.1b","M00863504","+/+",41.3,"MAQG","Sdhc Knockout EPD0143_3_B04","B6N Mouse GP 20110704","Mouse GP","Sdhc","Male","04-Jul-11","24-Oct-11",16,NA,NA,850,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",140.1,5.4,105.4,34.39,1.19,7.41,4.13,2.28,0.378,131.5,205.46,789.9,51.9,27.4,2.37,2.97,27.4,305.6,155.7,359.7,8.3,7.5,2.6,133.4,0.96,"LIP: Normal    ICT: Normal    HEM: Normal","",18702,6.2,0.35,"19-Dec-11","C57BL/6N(50%);C57BL/6NTac(50%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",140.1
"315","MAQG71.1c","M00863479","+/+",32.5,"MAQG","Sdhc Knockout EPD0143_3_B04","B6N Mouse GP 20110704","Mouse GP","Sdhc","Male","05-Jul-11","24-Oct-11",15.9,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.2,NA,108.8,27.84,1.22,5.82,3.65,1.58,0.497,181,211.24,686.1,49.6,25.81,2.34,2.87,32,108.7,112.5,111.2,8.2,7.7,2.5,173.8,0.81,"LIP: Normal    ICT: Normal    HEM: Normal","Haemolyzed + ",18698,5.8,0.24,"19-Dec-11","C57BL/6N(50%);C57BL/6NTac(50%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.2
"316","MAQG71.1b","M00863478","+/+",38.5,"MAQG","Sdhc Knockout EPD0143_3_B04","B6N Mouse GP 20110704","Mouse GP","Sdhc","Male","05-Jul-11","24-Oct-11",15.9,NA,NA,850,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.8,5.2,107.9,34.01,1.03,5.39,3.57,1.31,0.302,118.1,188.1,698.8,45.1,24.16,2.21,2.87,29.5,74.4,90,65.3,7.1,8,1.9,600.1,0.9,"LIP: Normal    ICT: Normal    HEM: Normal","",18711,4.5,0.32,"19-Dec-11","C57BL/6N(50%);C57BL/6NTac(50%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.8
"317","MAQG71.1a","M00863477","+/+",40.6,"MAQG","Sdhc Knockout EPD0143_3_B04","B6N Mouse GP 20110704","Mouse GP","Sdhc","Male","05-Jul-11","24-Oct-11",15.9,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",145.1,4.3,108.8,27.5,1.28,6.14,3.81,1.52,0.445,198.5,190.99,756.4,46.9,24.63,2.32,2.57,30.1,93.7,102.5,95.4,7,7,1.9,69.7,0.82,"LIP: Normal    ICT: Normal    HEM: Normal","",18677,5.8,0.95,"19-Dec-11","C57BL/6N(50%);C57BL/6NTac(50%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",145.1
"318","MCSS84.1f","M00864584","+/+",39.2,"MCSS","Sar1b Knockout 1 EPD0113_3_C11 (2nd injection)","B6N Mouse GP 20110704","Mouse GP","Sar1b","Male","04-Jul-11","24-Oct-11",16,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.9,5.1,105.4,34.58,1.04,6.61,3.85,1.83,0.362,136.7,202.57,701.1,48.7,26.6,2.3,2.65,28.8,207.4,126.1,202.2,8.2,7.5,2.2,98.9,0.88,"LIP: Normal    ICT: Normal    HEM: Normal","",18699,5.7,0.55,"19-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.9
"319","MCSS84.1a","M00864579","+/+",39.1,"MCSS","Sar1b Knockout 1 EPD0113_3_C11 (2nd injection)","B6N Mouse GP 20110704","Mouse GP","Sar1b","Male","04-Jul-11","24-Oct-11",16,NA,NA,850,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.2,4.8,107.7,29.38,0.91,7.66,4.36,2.31,0.438,146,211.25,658.9,52.4,27.64,2.35,2.72,34.7,248.8,150.2,265.1,7.8,7.3,2.4,367.3,0.93,"LIP: Normal    ICT: Normal    HEM: Normal","",18683,6.1,0.48,"19-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.2
"320","MCSS84.1e","M00864583","+/+",40.8,"MCSS","Sar1b Knockout 1 EPD0113_3_C11 (2nd injection)","B6N Mouse GP 20110704","Mouse GP","Sar1b","Male","04-Jul-11","24-Oct-11",16,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",142.8,5.3,107.3,27.39,1.04,7.12,4.01,1.99,0.401,182.7,208.35,689.5,53,28.4,2.39,2.37,31.8,263.4,169.2,301.1,9.2,7.4,2.5,149.7,0.92,"LIP: Normal    ICT: Normal    HEM: Normal","",18669,5.6,0.84,"19-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",142.8
"321","MCSS84.1c","M00864581","+/+",41.1,"MCSS","Sar1b Knockout 1 EPD0113_3_C11 (2nd injection)","B6N Mouse GP 20110704","Mouse GP","Sar1b","Male","04-Jul-11","24-Oct-11",16,NA,NA,1000,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",144.3,4.6,107,22.83,0.69,6.51,3.92,1.73,0.377,203.4,208.35,773.6,52.2,28.51,2.35,2.19,31.7,187.2,117.1,209.7,8.6,7.7,1.9,65.7,0.81,"LIP: Normal    ICT: Normal    HEM: Normal","",18670,6.3,1.79,"19-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",144.3
"322","MCZX33.2a","M00870428","+/+",32.5,"MCZX","Coq4 Knockout 1 EPD0498_3_C02","B6N Mouse GP 20110716","Mouse GP","Coq4","Male","15-Jul-11","02-Nov-11",15.7,NA,NA,1000,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.8,3.8,107.3,26.46,0.6,3.7,2.66,0.77,0.165,100,191.73,822,46.1,21.56,2.15,2.75,21.2,53.9,71.5,44.5,7.9,8.4,1.7,69.5,0.92,"LIP: Normal    ICT: Normal    HEM: Normal","",18824,4.2,0.53,"22-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.8
"323","MDEG23.2b","M00876966","+/+",28.2,"MDEG","Gtf2a1 Knockout 1 EPD0285_1_A07","B6N Mouse GP 20110716","Mouse GP","Gtf2a1","Male","15-Jul-11","02-Nov-11",15.7,NA,NA,700,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",145.2,3.8,109.7,22.71,0.87,3.91,2.63,0.91,0.276,114.8,191.73,725.7,48.8,21.42,2.22,2.66,19.6,52.3,83.2,23.1,8.3,7.6,2,138.1,0.85,"LIP: Normal    ICT: Normal    HEM: Normal","",18808,3.6,0.26,"22-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",145.2
"324","MDEG23.2c","M00876967","+/+",34.5,"MDEG","Gtf2a1 Knockout 1 EPD0285_1_A07","B6N Mouse GP 20110716","Mouse GP","Gtf2a1","Male","15-Jul-11","02-Nov-11",15.7,NA,NA,950,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.8,4.4,105.3,31.01,0.91,4.53,3.18,0.88,0.338,128,200.38,800,47.1,22.63,2.24,2.59,26.6,52.7,88.2,26.7,8.2,8.3,1.8,178.2,0.8,"LIP: Normal    ICT: Normal    HEM: Normal","",18823,4.8,0.47,"22-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.8
"325","MDEG23.2d","M00876968","+/+",32.9,"MDEG","Gtf2a1 Knockout 1 EPD0285_1_A07","B6N Mouse GP 20110716","Mouse GP","Gtf2a1","Male","15-Jul-11","02-Nov-11",15.7,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",145.7,4.3,107.9,16.57,0.55,2.14,1.46,0.54,0.373,179,194.62,610,47.4,24.05,2.26,2.82,24.6,188.2,169.1,145.2,7.4,6.7,NA,443.1,0.87,"LIP: Normal    ICT: Normal    HEM: Normal","Haemolyzed +,Icteric ",18818,5.6,0.36,"22-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",145.7
"326","MALM41.2f","M00872990","+/+",41,"MALM","EZh2 Knockout First EPD0052_2_C05","B6N Mouse GP 20110716","Mouse GP","Ezh2","Male","16-Jul-11","02-Nov-11",15.6,NA,NA,900,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",144.3,4.1,106.7,25.59,0.71,7.33,4.19,2.15,0.492,173.6,206.15,717.4,52.8,25.98,2.37,2.21,34.5,241.8,165.6,301,9.6,7.1,2.1,74.5,0.79,"LIP: Normal    ICT: Normal    HEM: Normal","",18809,6.1,1.11,"22-Dec-11","C57BL/6N(12.5%);C57BL/6NTac(87.5%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",144.3
"327","MALM41.2d","M00872988","+/+",40,"MALM","EZh2 Knockout First EPD0052_2_C05","B6N Mouse GP 20110716","Mouse GP","Ezh2","Male","16-Jul-11","02-Nov-11",15.6,NA,NA,900,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",144.4,4.3,108.3,25.69,0.59,7.13,4.07,2.22,0.369,162,203.27,721.4,53.1,26.14,2.43,2.42,33,182.5,124.5,267.4,11.6,7.4,2.1,138,0.85,"LIP: Normal    ICT: Normal    HEM: Normal","",18816,5.7,2.08,"22-Dec-11","C57BL/6N(12.5%);C57BL/6NTac(87.5%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",144.4
"328","MALM41.2c","M00872987","+/+",40,"MALM","EZh2 Knockout First EPD0052_2_C05","B6N Mouse GP 20110716","Mouse GP","Ezh2","Male","16-Jul-11","02-Nov-11",15.6,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",144.7,5,107.4,25.92,0.63,7,4.16,1.98,0.456,152.7,200.38,796.1,53.6,25.41,2.36,2.51,33.3,210,143.9,292.8,8.4,6.9,2.1,90.4,0.85,"LIP: Normal    ICT: Normal    HEM: Normal","",18786,6.8,1.66,"22-Dec-11","C57BL/6N(12.5%);C57BL/6NTac(87.5%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",144.7
"329","MALM41.2b","M00872986","+/+",42.9,"MALM","EZh2 Knockout First EPD0052_2_C05","B6N Mouse GP 20110716","Mouse GP","Ezh2","Male","16-Jul-11","02-Nov-11",15.6,NA,NA,1000,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.3,4.4,105.2,30.45,0.73,7.54,4.21,2.18,0.506,131.2,209.03,697.9,54.4,27.08,2.42,2.71,32.7,399.8,177.5,544,8.8,7.4,2.4,55.9,0.89,"LIP: Normal    ICT: Normal    HEM: Normal","",18769,6.1,0.77,"22-Dec-11","C57BL/6N(12.5%);C57BL/6NTac(87.5%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.3
"330","MAVY42.1b","M00880911","+/+",37,"MAVY","Donson Knockout EPD0243_2_A05","B6N Mouse GP 20110720","Mouse GP","Donson","Male","21-Jul-11","09-Nov-11",15.9,NA,NA,850,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",139.5,4.9,104,32.23,0.99,6.61,3.97,2.17,0.448,152.9,206.09,648.5,50.7,25.45,2.32,2.74,32.8,274.4,166.5,318.8,8.4,6.6,2.4,1189,0.83,"LIP: Normal    ICT: Normal    HEM: Normal","",18860,5.4,0.48,"22-Dec-11","C57BL/6N(18.75%);C57BL/6NTac(81.25%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",139.5
"331","MAVY43.1a","M00880914","+/+",33.4,"MAVY","Donson Knockout EPD0243_2_A05","B6N Mouse GP 20110720","Mouse GP","Donson","Male","22-Jul-11","09-Nov-11",15.7,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.5,4.7,104.9,28.48,0.57,6.45,3.89,1.99,0.292,116.9,200.36,627.4,50.3,25.85,2.3,2.56,29.8,213.9,172.2,191.2,8.3,7.7,1.8,578.8,0.79,"LIP: Normal    ICT: Normal    HEM: Normal","",18873,6.4,0.5,"22-Dec-11","C57BL/6N(18.75%);C57BL/6NTac(81.25%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.5
"332","MAVY43.1b","M00880915","+/+",37.6,"MAVY","Donson Knockout EPD0243_2_A05","B6N Mouse GP 20110720","Mouse GP","Donson","Male","22-Jul-11","09-Nov-11",15.7,NA,NA,850,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.8,4.4,104.5,30.85,0.71,7.39,4.4,2.41,0.515,182,208.95,852.5,51.5,26.36,2.36,2.14,38.3,164.6,146.2,164.5,9,7.1,2.1,333.5,0.72,"LIP: Normal    ICT: Normal    HEM: Normal","",18874,6.4,0.34,"22-Dec-11","C57BL/6N(18.75%);C57BL/6NTac(81.25%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.8
"333","MAVY43.1c","M00880916","+/+",33.2,"MAVY","Donson Knockout EPD0243_2_A05","B6N Mouse GP 20110720","Mouse GP","Donson","Male","22-Jul-11","09-Nov-11",15.7,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",138.8,4.8,103.9,31.1,0.97,7.15,4.31,2.29,0.61,188.2,206.09,664,51.3,25.52,2.35,2.61,34.2,237.2,162.8,271.2,12,9.5,NA,NA,0.82,"LIP: Normal    ICT: Normal    HEM: Normal","Haemolyzed + ",18887,6.3,0.22,"22-Dec-11","C57BL/6N(18.75%);C57BL/6NTac(81.25%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",138.8
"334","MCTS42.1b","M00878358","+/+",35.3,"MCTS","Cc2d2a Knockout 1 EPD0381_1_A04","B6N Mouse GP 20110720","Mouse GP","Cc2d2a","Male","20-Jul-11","09-Nov-11",16,NA,NA,850,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.5,4.5,105.6,27.14,0.89,6.24,3.9,1.87,0.495,210.3,186.05,646.5,47.8,24.28,2.34,2.23,32.7,119.5,110.4,120.5,8.9,7,1.7,84.4,0.7,"LIP: Normal    ICT: Normal    HEM: Normal","",18575,5.4,0.38,"22-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.5
"335","MCTS50.1c","M00878374","+/+",41.7,"MCTS","Cc2d2a Knockout 1 EPD0381_1_A04","B6N Mouse GP 20110720","Mouse GP","Cc2d2a","Male","22-Jul-11","09-Nov-11",15.7,NA,NA,1000,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.2,4.9,103.4,31.8,0.95,6.56,4.07,1.96,0.573,224.8,211.81,761.7,54.5,25.76,2.4,2.72,28.3,232.8,175.5,275.6,8.1,7.5,2.1,360.4,0.9,"LIP: Normal    ICT: Normal    HEM: Normal","",18763,6.1,1.58,"22-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.2
"336","MCZN58.1b","M00884314","+/+",42.7,"MCZN","Dync1i2 Knockout 1 EPD0525_1_B10","B6N Mouse GP 20110728","Mouse GP","Dync1i2","Male","27-Jul-11","17-Nov-11",16.1,NA,NA,900,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141,4.9,104,27.71,0.94,8.16,4.07,3.03,0.366,136.3,209.12,733.1,56.3,27.97,2.34,2.47,34.3,678.6,192.3,683.3,10.8,8.2,2.6,211.6,0.85,"LIP: Normal    ICT: Normal    HEM: Normal","",18940,5.9,0.75,"16-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141
"337","MCZN61.1a","M00884326","+/+",45.5,"MCZN","Dync1i2 Knockout 1 EPD0525_1_B10","B6N Mouse GP 20110728","Mouse GP","Dync1i2","Male","28-Jul-11","17-Nov-11",16,NA,NA,900,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",144.2,4.1,104.1,22.2,0.54,7.57,4.19,2.24,0.384,162.8,185.88,815.4,55.8,26.75,2.4,2.08,32.2,556.1,143.3,459.5,11.5,8.2,2.1,211.1,0.86,"LIP: Normal    ICT: Normal    HEM: Normal","",18942,5.5,1.66,"16-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",144.2
"338","MCZN61.1b","M00884327","+/+",44.2,"MCZN","Dync1i2 Knockout 1 EPD0525_1_B10","B6N Mouse GP 20110728","Mouse GP","Dync1i2","Male","28-Jul-11","17-Nov-11",16,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",142.6,4.3,102.3,20.63,0.76,8.14,4.22,2.86,0.464,154.5,203.31,727.6,56.2,27.69,2.4,2.22,36.8,493.1,210.2,565.3,12,10.2,2.7,473.8,0.92,"LIP: Normal    ICT: Normal    HEM: Normal","",18792,5.7,0.92,"16-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",142.6
"339","MCZN62.1b","M00884330","+/+",41.7,"MCZN","Dync1i2 Knockout 1 EPD0525_1_B10","B6N Mouse GP 20110728","Mouse GP","Dync1i2","Male","28-Jul-11","17-Nov-11",16,NA,NA,900,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",142.1,4.3,105.2,26.91,0.45,6.88,4.07,1.9,0.434,139.8,194.59,798.2,50,25.57,2.36,2.21,32,392.7,140.5,383.5,10,7.1,2.1,497.3,0.93,"LIP: Normal    ICT: Normal    HEM: Normal","",18857,5.2,0.63,"16-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",142.1
"340","MCZN62.1a","M00884329","+/+",37.6,"MCZN","Dync1i2 Knockout 1 EPD0525_1_B10","B6N Mouse GP 20110728","Mouse GP","Dync1i2","Male","28-Jul-11","17-Nov-11",16,NA,NA,900,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",140.9,4.7,104,32.28,0.9,6.86,3.72,2.19,0.351,121.6,203.31,698.1,50,26.2,2.31,2.53,28.8,339.5,166.4,343,10.3,7.9,1.7,86.1,0.9,"LIP: Normal    ICT: Normal    HEM: Normal","",18187,6.1,0.47,"16-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",140.9
"341","MCZN62.1d","M00884332","+/+",39.6,"MCZN","Dync1i2 Knockout 1 EPD0525_1_B10","B6N Mouse GP 20110728","Mouse GP","Dync1i2","Male","28-Jul-11","17-Nov-11",16,NA,NA,1000,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",140.7,5,104.2,32.19,1.09,6.82,3.89,2.02,0.419,149.2,214.92,784.2,50.8,26.79,2.29,2.54,26.8,204.3,129.9,194.7,8.4,7.5,1.5,244.5,0.88,"LIP: Normal    ICT: Normal    HEM: Normal","",18854,5.3,0.79,"16-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",140.7
"342","MCZN62.1e","M00884333","+/+",43.3,"MCZN","Dync1i2 Knockout 1 EPD0525_1_B10","B6N Mouse GP 20110728","Mouse GP","Dync1i2","Male","28-Jul-11","17-Nov-11",16,NA,NA,1000,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",137.9,6,101.8,36.24,0.79,6.57,3.98,1.88,0.492,158.8,212.02,836.3,51.2,26.53,2.36,3.04,30.2,239.5,140.3,293,9.7,6.8,1.8,407.6,1.04,"LIP: Normal    ICT: Normal    HEM: Normal","",18790,5.1,0.65,"16-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",137.9
"343","MCZN62.1c","M00884331","+/+",45.2,"MCZN","Dync1i2 Knockout 1 EPD0525_1_B10","B6N Mouse GP 20110728","Mouse GP","Dync1i2","Male","28-Jul-11","17-Nov-11",16,NA,NA,900,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",145.6,4.5,105.3,25.4,0.6,7.35,4.15,2.12,0.606,189.5,200.4,756.1,54.3,27.47,2.44,2.28,33.7,412.1,158.1,489,10.9,8.1,2,360.5,0.91,"LIP: Normal    ICT: Normal    HEM: Normal","",18771,6.6,2.38,"16-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",145.6
"344","MDCK91.1b","M00893731","+/+",41.2,"MDCK","Cyfip1 Knockout 1 EPD0555_2_B11 #2","B6N Mouse GP 20110805","Mouse GP","Cyfip1","Male","06-Aug-11","24-Nov-11",15.7,NA,NA,900,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",140.1,4.2,103,32.99,0.67,5.24,3.49,1.12,0.307,139.1,198.22,815.9,46.6,23.93,2.25,2.56,29.5,105.7,101.5,75.9,7.1,7.1,1.7,259.3,0.85,"LIP: Normal    ICT: Normal    HEM: Normal","",19051,4.9,0.63,"09-Jan-12","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",140.1
"345","MDCK90.1a","M00893723","+/+",37.5,"MDCK","Cyfip1 Knockout 1 EPD0555_2_B11 #2","B6N Mouse GP 20110805","Mouse GP","Cyfip1","Male","05-Aug-11","24-Nov-11",15.9,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",139.7,4.1,103.5,26.8,0.59,7.28,4.33,2.05,0.396,NA,NA,660.4,49.3,25.76,2.25,2.25,29.3,338,147.5,392.1,NA,NA,NA,NA,0.84,"","",19047,NA,0.3,"09-Jan-12","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",139.7
"346","MCBN39.3f","M00891115","+/+",38,"MCBN","Rtbdn Knockout First EPD0143_4_A08","B6N Mouse GP 20110805","Mouse GP","Rtbdn","Male","01-Aug-11","24-Nov-11",16.4,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",139.8,3.9,104.4,26.92,0.9,6.27,3.9,1.6,0.493,NA,NA,637.6,46.4,24.23,2.27,2.49,27,164.5,122.4,205.9,NA,NA,NA,NA,0.86,"","",19049,NA,0.42,"09-Jan-12","C57BL/6N(12.5%);C57BL/6NTac(87.5%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",139.8
