Colony Prefix,Colony Name,Strain,Cohort Name,Pipeline,DCF Version,Gene Name,Mouse Name,Mouse,Genotype,Gender,Birth Date,Assay Date,Age In Weeks,Is Complete,Number Of Thoracic Vertebrae,Number Of Lumbar Vertebrae,Number Of Pelvic Vertebrae,Number Of Caudal Vertebrae,Transitional Vertebrae,Shape Of Vertebrae,Fusion Of Vertebrae,Processes On Vertebrae,Number Of Ribs Right,Number Of Ribs Left,Shape Of Ribcage,Shape Of Ribs,Rib Fusions,Clavicle,Scapula,Humerus,Radius,Ulna,Pelvis,Femur,Tibia,Fibula,Joints,Shape Of Spine,Teeth,Mandible,Maxilla,Zygomatic Bone,Number Of Cervical Vertebrae,Skull Shape,Number Of Digits,Digit Integrity,Syndactylism,Polysyndactylism,Brachydactylism,Comments,Anaesthetic,Tibia Length,Mouse Status,X Ray Equipment Name,X Ray Equipment Manufacturer,X Ray Equipment Model,Scanner Equipment Name,Scanner Equipment Manufacturer,Scanner Equipment Model,Level Used,Kyphosis,Lordosis,Scoliosis,Spinous Processes,Transverse Processes,Fusion Processes,Caudal Processes,Cervical Processes,Lumbar Processes,Sacral Processes,Thoracic Processes,Core Strain,Full Strain
MEFV,Gpr107 Knockout 1 EPD0291_2_A12 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120529,MGP Select,V2,Gpr107,MEFV25.2e,M01167363,+/+,Female,29-May-12,04-Sep-12,14,1,13,6,4,28,No,Normal,Yes,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged and fused spinous processes of C1 and C2; enlarged spinous process of T1; truncated spinous process of T2; fused C1 and C2.,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,Yes,Normal,Abnormal,Normal,Normal,Abnormal,B6N,C57BL/6N;C57BL/6NTac
MDYQ,Fam175b Knockout 1 EPD0424_5_B02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120411,MGP Select,V2,Fam175b,MDYQ13.3g,M01128904,+/+,Female,11-Apr-12,17-Jul-12,13.9,1,13,6,4,29,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous process of C2 and T1; truncated spinous process of T2; reduced intervertebral space between C1 and C2.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Abnormal,B6N,C57BL/6N;C57BL/6NTac
MDYQ,Fam175b Knockout 1 EPD0424_5_B02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120411,MGP Select,V2,Fam175b,MDYQ13.3h,M01128905,+/+,Female,11-Apr-12,17-Jul-12,13.9,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous process of C2; reduced intervertebral space between C1 and C2.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDYQ,Fam175b Knockout 1 EPD0424_5_B02,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120411,MGP Select,V2,Fam175b,MDYQ13.3i,M01128906,+/+,Female,11-Apr-12,17-Jul-12,13.9,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous process of C2; reduced intervertebral space between C1 and C2.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDZB,Cdkal1 Knockout 2 EPD0635_1_G08,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120429,MGP Select,V2,Cdkal1,MDZB20.3g,M01142802,+/+,Female,30-Apr-12,06-Aug-12,14,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; enlarged spinous process of T1; truncated spinous proces of T2; reduced intervertebral space between C1 and C2.,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Abnormal,B6N,C57BL/6N;C57BL/6NTac
MDZB,Cdkal1 Knockout 2 EPD0635_1_G08,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120429,MGP Select,V2,Cdkal1,MDZB20.3h,M01142803,+/+,Female,30-Apr-12,06-Aug-12,14,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; truncated spinous process of T2.,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Abnormal,B6N,C57BL/6N;C57BL/6NTac
MDAL,Tmod1 Knockout 1 EPD0526_3_A01,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120125,MGP Select,V2,Tmod1,MDAL50.1d,M01056701,+/+,Female,25-Jan-12,01-May-12,13.9,1,13,6,4,27,Yes,Abnormal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Transitional Ca1; enlarged spinous process of C2; reduced intervertebral space between C1 and C2; abnormal dens of C2.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDAL,Tmod1 Knockout 1 EPD0526_3_A01,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120125,MGP Select,V2,Tmod1,MDAL50.1f,M01056703,+/+,Female,25-Jan-12,01-May-12,13.9,1,13,6,4,27,Yes,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Transitional Ca1.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Normal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDAL,Tmod1 Knockout 1 EPD0526_3_A01,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120125,MGP Select,V2,Tmod1,MDAL50.1g,M01056704,+/+,Female,25-Jan-12,01-May-12,13.9,1,13,6,4,26,Yes,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Transitional Ca1.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Normal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDAL,Tmod1 Knockout 1 EPD0526_3_A01,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120125,MGP Select,V2,Tmod1,MDAL50.1e,M01056702,+/+,Female,25-Jan-12,01-May-12,13.9,1,13,6,4,29,Yes,Abnormal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Transitional Ca1; dislocation between Ca23 and Ca24.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Normal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MEFV,Gpr107 Knockout 1 EPD0291_2_A12 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120529,MGP Select,V2,Gpr107,MEFV28.3f,M01167396,+/+,Female,29-May-12,04-Sep-12,14,1,13,6,4,28,No,Normal,Yes,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; fused C1 and C2.,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MEFV,Gpr107 Knockout 1 EPD0291_2_A12 #2,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120529,MGP Select,V2,Gpr107,MEFV28.3e,M01167395,+/+,Female,29-May-12,04-Sep-12,14,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Abnormal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; reduced intervertebral space between C1 and C2; thoracic scoliosis.,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,Yes,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MERM,Dcdc2c tm1a(KOMP)Wtsi EPD0578_1_C10,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120604,MGP Select,V2,Dcdc2c,MERM18.1e,M01174622,+/+,Female,04-Jun-12,10-Sep-12,14,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous process of C2; truncated spinous process of T2; reduced intervertebral space between C1 and C2,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Abnormal,B6N,C57BL/6N;C57BL/6NTac
MERM,Dcdc2c tm1a(KOMP)Wtsi EPD0578_1_C10,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120604,MGP Select,V2,Dcdc2c,MERM16.1h,M01174585,+/+,Female,04-Jun-12,10-Sep-12,14,1,13,6,4,29,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; reduced intervertebral space between C1 and C2,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MERM,Dcdc2c tm1a(KOMP)Wtsi EPD0578_1_C10,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120604,MGP Select,V2,Dcdc2c,MERM17.1g,M01174607,+/+,Female,04-Jun-12,10-Sep-12,14,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; reduced intervertebral space between C1 and C2,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MERM,Dcdc2c tm1a(KOMP)Wtsi EPD0578_1_C10,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120604,MGP Select,V2,Dcdc2c,MERM17.1i,M01174609,+/+,Female,04-Jun-12,10-Sep-12,14,1,13,6,4,28,No,Normal,Yes,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,"fusion of Ca23, Ca24, and Ca25; Enlarged spinous process of C2; reduced intervertebral space between C1 and C2",Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDJJ,Orc3 Knockout 1 EPD0426_3_E06,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120604,MGP Select,V2,Orc3,MDJJ52.1d,M01164693,+/+,Female,04-Jun-12,10-Sep-12,14,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; reduced intervertebral space between C1 and C2,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDZB,Cdkal1 Knockout 2 EPD0635_1_G08,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120429,MGP Select,V2,Cdkal1,MDZB20.3i,M01142804,+/+,Female,30-Apr-12,06-Aug-12,14,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Normal,Normal,Normal,Normal,B6N,C57BL/6N;C57BL/6NTac
MDZB,Cdkal1 Knockout 2 EPD0635_1_G08,C57BL/6N;C57BL/6NTac,B6N MGP Select 20120429,MGP Select,V2,Cdkal1,MDZB20.3j,M01142805,+/+,Female,30-Apr-12,06-Aug-12,14,1,13,6,4,28,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; truncated spinous proces of T2; reduced intervertebral space between C1 and C2.,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Abnormal,B6N,C57BL/6N;C57BL/6NTac
MCND,Aff3 Knockout 1 EPD0242_2_E12,C57BL/6N;C57BL/6NTac,MCND MGP Select 20120914,MGP Select,V2,Aff3,MCND57.2a,M01260104,Aff3/+,Female,12-Sep-12,20-Dec-12,14.1,1,13,6,4,26,No,Abnormal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; enlarged spinous process of T1; truncated spinous process of T2; abnormal morphology of Ca25 and Ca26; tail kink between Ca25-Ca26.,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Abnormal,B6N,C57BL/6N(9.375%);C57BL/6NTac(90.625%)
MCND,Aff3 Knockout 1 EPD0242_2_E12,C57BL/6N;C57BL/6NTac,MCND MGP Select 20120217,MGP Select,V2,Aff3,MCND47.5b,M01069211,Aff3/+,Female,17-Feb-12,23-May-12,13.7,1,13,6,4,27,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; reduced intervertebral space between C1 and C2.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N(18.75%);C57BL/6NTac(81.25%)
MCND,Aff3 Knockout 1 EPD0242_2_E12,C57BL/6N;C57BL/6NTac,MCND MGP Select 20120309,MGP Select,V2,Aff3,MCND51.3d,M01087548,Aff3/+,Female,09-Mar-12,13-Jun-12,13.7,1,13,5,4,28,Yes,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Abnormal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Transitional S1; transitional Ca1; widening of pelvis at illia; enlarged spinous processes of C1 and C2; enlarged spinous process of T1; truncated spinous process of T2.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Abnormal,B6N,C57BL/6N(18.75%);C57BL/6NTac(81.25%)
MCND,Aff3 Knockout 1 EPD0242_2_E12,C57BL/6N;C57BL/6NTac,MCND MGP Select 20120914,MGP Select,V2,Aff3,MCND56.2f,M01268599,Aff3/+,Female,14-Sep-12,20-Dec-12,13.9,1,13,6,4,27,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Abnormal,20,Yes,No,No,No,Depressed nasal bone; Enlarged spinous processes of C1 and C2; truncated spinous process of T2; enlarged spinous process of T1; reduced intervertebral space between C1 and C2.,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Abnormal,B6N,C57BL/6N(18.75%);C57BL/6NTac(81.25%)
MCND,Aff3 Knockout 1 EPD0242_2_E12,C57BL/6N;C57BL/6NTac,MCND MGP Select 20120914,MGP Select,V2,Aff3,MCND56.2g,M01268600,Aff3/+,Female,14-Sep-12,20-Dec-12,13.9,1,13,6,4,27,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2.,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Normal,B6N,C57BL/6N(18.75%);C57BL/6NTac(81.25%)
MCND,Aff3 Knockout 1 EPD0242_2_E12,C57BL/6N;C57BL/6NTac,MCND MGP Select 20120614,MGP Select,V2,Aff3,MCND52.2c,M01176405,Aff3/+,Female,14-Jun-12,19-Sep-12,13.9,1,13,6,4,27,No,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; enlarged spinous process of T1; truncated spinous process of T2.,Ketamine (110mg/kg)/Xylazine (11mg/kg)/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Abnormal,B6N,C57BL/6N(18.75%);C57BL/6NTac(81.25%)
MCND,Aff3 Knockout 1 EPD0242_2_E12,C57BL/6N;C57BL/6NTac,MCND MGP Select 20120123,MGP Select,V2,Aff3,MCND49.2g,M01048233,Aff3/+,Female,24-Jan-12,30-Apr-12,13.9,1,13,6,4,27,No,Normal,No,,13,13,Normal,Abnormal,No,Normal,Normal,Normal,Abnormal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Truncated right rib 13; elarged spinous processes of C1 and C2; enlarged spinous process of T1; truncated spinous process of T2; reduced intervertebral space between C1 and C2. Abnormal cavity between left radius and scaphoid.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Abnormal,B6N,C57BL/6N(18.75%);C57BL/6NTac(81.25%)
MCND,Aff3 Knockout 1 EPD0242_2_E12,C57BL/6N;C57BL/6NTac,MCND MGP Select 20120123,MGP Select,V2,Aff3,MCND51.2i,M01051403,Aff3/Aff3,Female,23-Jan-12,30-Apr-12,14,1,13,6,4,27,No,Normal,Yes,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged spinous processes of C1 and C2; enlarged spinous process of T1; truncated spinous process of T2; fusion of C1 and C2.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Abnormal,B6N,C57BL/6N(18.75%);C57BL/6NTac(81.25%)
MCND,Aff3 Knockout 1 EPD0242_2_E12,C57BL/6N;C57BL/6NTac,MCND MGP Select 20120422,MGP Select,V2,Aff3,MCND51.4d,M01127511,Aff3/Aff3,Female,22-Apr-12,31-Jul-12,14.3,1,13,6,4,26,No,Normal,Yes,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Abnormal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Enlarged and fused spinous processes of C1 and C2; truncated spinous process of T2; fusion of C1 and C2; malocclusion of incisors; dental asymmetry of upper incisors.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,Yes,Normal,Abnormal,Normal,Normal,Abnormal,B6N,C57BL/6N(18.75%);C57BL/6NTac(81.25%)
MCND,Aff3 Knockout 1 EPD0242_2_E12,C57BL/6N;C57BL/6NTac,MCND MGP Select 20120422,MGP Select,V2,Aff3,MCND51.4e,M01127512,Aff3/Aff3,Female,22-Apr-12,31-Jul-12,14.3,1,13,5,4,28,Yes,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Transitional S1; transitional Ca1; enlarged spinous processes of C1 and C2; enlarged spinous process of T1; truncated spinous process of T2.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Abnormal,B6N,C57BL/6N(18.75%);C57BL/6NTac(81.25%)
MCND,Aff3 Knockout 1 EPD0242_2_E12,C57BL/6N;C57BL/6NTac,MCND MGP Select 20120422,MGP Select,V2,Aff3,MCND51.4c,M01127510,Aff3/Aff3,Female,22-Apr-12,31-Jul-12,14.3,1,13,5,4,27,Yes,Normal,Yes,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Transitional S1; transitional Ca1; enlarged spinous processes of C1 and C2; enlarged spinous process of T1; truncated spinous process of T2; fusion of C1 and C2.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,No,Normal,Abnormal,Normal,Normal,Abnormal,B6N,C57BL/6N(18.75%);C57BL/6NTac(81.25%)
MCND,Aff3 Knockout 1 EPD0242_2_E12,C57BL/6N;C57BL/6NTac,MCND MGP Select 20120217,MGP Select,V2,Aff3,MCND47.5c,M01069212,Aff3/Aff3,Female,17-Feb-12,23-May-12,13.7,1,13,6,4,27,Yes,Normal,No,,13,13,Normal,Normal,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,7,Normal,20,Yes,No,No,No,Transitional L6; enlarged and fused spinous processes of C1 and C2; enlarged spinous process of T1; truncated spinous process of T2.,Ketamine(100mg/kg)/ Xylazine (10mg/kg )/ Antisedan (1mg/kg),,Anaesthetised,Specimen Radiography System,Faxitron X-Ray Corporation,MX 20,N/A,N/A,N/A,Normal,No,No,No,,,Yes,Normal,Abnormal,Normal,Normal,Abnormal,B6N,C57BL/6N(18.75%);C57BL/6NTac(81.25%)
